X0 Y0 Theta0 VX0 VY0 L0 FX0 FY0 T0 X1 Y1 Theta1 VX1 VY1 L1 FX1 FY1 T1 Time Energy
-0.8303 -0.1804  12.7863  0.7983 -0.5361 -1.1305  0.7335 -0.0826  0.2556  0.8303  0.1804  12.8137 -0.7983  0.5361  3.1305 -0.7335  0.0826 -0.2556  12.8000  6.7056 
-0.7431 -0.2348  12.6758  0.8717 -0.5444 -1.1050  0.6323 -0.1471  7.7391  0.7431  0.2348  13.1242 -0.8717  0.5444  3.1050 -0.6323  0.1471 -7.7391  12.9000  6.5379 
-0.6496 -0.2907  12.6427  0.9349 -0.5591 -0.3310  0.4494  0.0324  12.7077  0.6496  0.2907  13.3573 -0.9349  0.5591  2.3310 -0.4494 -0.0324 -12.7077  13.0000  3.7916 
-0.5516 -0.3463  12.7367  0.9798 -0.5558  0.9397  0.0842  0.4350  13.4023  0.5516  0.3463  13.4633 -0.9798  0.5558  1.0603 -0.0842 -0.4350 -13.4023  13.1000  2.0501 
-0.4528 -0.3975  12.9647  0.9883 -0.5123  2.2799 -0.5336  0.9187  9.5132  0.4528  0.3975  13.4353 -0.9883  0.5123 -0.2799  0.5336 -0.9187 -9.5132  13.2000  3.7424 
-0.3593 -0.4396  13.2878  0.9349 -0.4205  3.2313 -1.3256  1.2586  2.2612  0.3593  0.4396  13.3122 -0.9349  0.4205 -1.2313  1.3256 -1.2586 -2.2612  13.3000  6.8998 
-0.2791 -0.4690  13.6336  0.8023 -0.2946  3.4574 -2.0201  1.3086 -6.0031  0.2791  0.4690  13.1664 -0.8023  0.2946 -1.4574  2.0201 -1.3086  6.0031  13.4000  7.4233 
-0.2191 -0.4854  13.9193  0.6003 -0.1638  2.8571 -2.3059  1.1120 -12.5346  0.2191  0.4854  13.0807 -0.6003  0.1638 -0.8571  2.3059 -1.1120  12.5346  13.5000  4.2136 
-0.1821 -0.4907  14.0796  0.3697 -0.0526  1.6036 -2.0295  0.8030 -15.0847  0.1821  0.4907  13.1204 -0.3697  0.0526  0.3964  2.0295 -0.8030  15.0847  13.6000  0.8464 
-0.1654 -0.4879  14.0891  0.1668  0.0277  0.0951 -1.2440  0.4538 -12.6854  0.1654  0.4879  13.3109 -0.1668 -0.0277  1.9049  1.2440 -0.4538  12.6854  13.7000  1.4719 
-0.1612 -0.4806  13.9718  0.0424  0.0731 -1.1734 -0.1504  0.0650 -6.0218  0.1612  0.4806  13.6282 -0.0424 -0.0731  3.1734  0.1504 -0.0650  6.0218  13.8000  5.6707 
-0.1584 -0.4726  13.7943  0.0273  0.0796 -1.7756  0.9806 -0.3319  2.7717  0.1584  0.4726  14.0057 -0.0273 -0.0796  3.7756 -0.9806  0.3319 -2.7717  13.9000  8.6439 
-0.1459 -0.4680  13.6444  0.1254  0.0464 -1.4984  1.8848 -0.6081  10.8209  0.1459  0.4680  14.3556 -0.1254 -0.0464  3.4984 -1.8848  0.6081 -10.8209  14.0000  6.8438 
-0.1145 -0.4694  13.6028  0.3139 -0.0144 -0.4163  2.3480 -0.6073  15.4749  0.1145  0.4694  14.5972 -0.3139  0.0144  2.4163 -2.3480  0.6073 -15.4749  14.1000  2.3657 
-0.0596 -0.4769  13.7159  0.5487 -0.0751  1.1312  2.2246 -0.3172  15.1809  0.0596  0.4769  14.6841 -0.5487  0.0751  0.8688 -2.2246  0.3172 -15.1809  14.2000  0.6456 
 0.0175 -0.4876  13.9808  0.7711 -0.1068  2.6493  1.5240  0.0305  9.9662 -0.0175  0.4876  14.6192 -0.7711  0.1068 -0.6493 -1.5240 -0.0305 -9.9662  14.3000  4.0259 
 0.1098 -0.4980  14.3454  0.9235 -0.1038  3.6459  0.5320  0.1377  1.4159 -0.1098  0.4980  14.4546 -0.9235  0.1038 -1.6459 -0.5320 -0.1377 -1.4159  14.4000  8.8461 
 0.2075 -0.5070  14.7242  0.9767 -0.0900  3.7875 -0.3210 -0.0280 -7.7621 -0.2075  0.5070  14.2758 -0.9767  0.0900 -1.7875  0.3210  0.0280  7.7621  14.5000  9.6323 
 0.3020 -0.5163  15.0253  0.9446 -0.0928  3.0113 -0.7868 -0.2329 -14.5136 -0.3020  0.5163  14.1747 -0.9446  0.0928 -1.0113  0.7868  0.2329  14.5136  14.6000  5.5772 
 0.3886 -0.5279  15.1813  0.8659 -0.1161  1.5599 -0.8771 -0.2595 -16.4658 -0.3886  0.5279  14.2187 -0.8659  0.1161  0.4401  0.8771  0.2595  16.4658  14.7000  1.6311 
 0.4664 -0.5421  15.1726  0.7782 -0.1421 -0.0867 -0.7138 -0.0466 -12.8425 -0.4664  0.5421  14.4274 -0.7782  0.1421  2.0867  0.7138  0.0466  12.8425  14.8000  2.6080 
 0.5371 -0.5568  15.0355  0.7069 -0.1467 -1.3709 -0.4192  0.3559 -4.8240 -0.5371  0.5568  14.7645 -0.7069  0.1467  3.3709  0.4192 -0.3559  4.8240  14.9000  7.2553 
 0.6036 -0.5679  14.8502  0.6649 -0.1111 -1.8533 -0.0924  0.8612  4.8294 -0.6036  0.5679  15.1498 -0.6649  0.1111  3.8533  0.0924 -0.8612 -4.8294  15.0000  9.7539 
 0.6691 -0.5704  14.7131  0.6557 -0.0250 -1.3704  0.1852  1.3865  12.7514 -0.6691  0.5704  15.4869 -0.6557  0.0250  3.3704 -0.1852 -1.3865 -12.7514  15.1000  6.9801 
 0.7365 -0.5590  14.7036  0.6742  0.1136 -0.0952  0.3482  1.8637  16.1745 -0.7365  0.5590  15.6964 -0.6742 -0.1136  2.0952 -0.3482 -1.8637 -16.1745  15.2000  2.4152 
 0.8075 -0.5290  14.8558  0.7090  0.3000  1.5222  0.3530  2.2369  13.9251 -0.8075  0.5290  15.7442 -0.7090 -0.3000  0.4778 -0.3530 -2.2369 -13.9251  15.3000  1.7263 
 0.8819 -0.4767  15.1473  0.7443  0.5237  2.9147  0.1861  2.4578  6.8460 -0.8819  0.4767  15.6527 -0.7443 -0.5237 -0.9147 -0.1861 -2.4578 -6.8460  15.4000  5.6606 
 0.9582 -0.3997  15.5072  0.7629  0.7695  3.5993 -0.1284  2.4881 -2.5078 -0.9582  0.3997  15.4928 -0.7629 -0.7695 -1.5993  0.1284 -2.4881  2.5078  15.5000  9.2995 
 1.0332 -0.2979  15.8421  0.7501  1.0183  3.3485 -0.5313  2.3104 -10.7885 -1.0332  0.2979  15.3579 -0.7501 -1.0183 -1.3485  0.5313 -2.3104  10.7885  15.6000  8.4808 
 1.1029 -0.1729  16.0691  0.6970  1.2493  2.2697 -0.9435  1.9406 -15.0575 -1.1029  0.1729  15.3309 -0.6970 -1.2493 -0.2697  0.9435 -1.9406  15.0575  15.7000  5.0154 
 1.1631 -0.0286  16.1455  0.6026  1.4434  0.7639 -1.2922  1.4318 -13.8362 -1.1631  0.0286  15.4545 -0.6026 -1.4434  1.2361  1.2922 -1.4318  13.8362  15.8000  4.0624 
 1.2105  0.1300  16.0835  0.4734  1.5866 -0.6197 -1.5357  0.8611 -7.6260 -1.2105 -0.1300  15.7165 -0.4734 -1.5866  2.6197  1.5357 -0.8611  7.6260  15.9000  7.2834 
 1.2425  0.2973  15.9453  0.3198  1.6727 -1.3823 -1.6720  0.3052  1.2845 -1.2425 -0.2973  16.0547 -0.3198 -1.6727  3.3823  1.6720 -0.3052 -1.2845  16.0000  10.7589 
 1.2577  0.4676  15.8199  0.1526  1.7032 -1.2538 -1.7290 -0.1810  9.6514 -1.2577 -0.4676  16.3801 -0.1526 -1.7032  3.2538  1.7290  0.1810 -9.6514  16.1000  10.2566 
 1.2557  0.6361  15.7910 -0.0203  1.6851 -0.2887 -1.7448 -0.5728  14.4461 -1.2557 -0.6361  16.6090  0.0203 -1.6851  2.2887  1.7448  0.5728 -14.4461  16.2000  6.8105 
 1.2362  0.7989  15.9066 -0.1947  1.6278  1.1559 -1.7518 -0.8706  13.9427 -1.2362 -0.7989  16.6934  0.1947 -1.6278  0.8441  1.7518  0.8706 -13.9427  16.3000  5.2897 
 1.1992  0.9530  16.1616 -0.3699  1.5407  2.5502 -1.7691 -1.0907  8.3350 -1.1992 -0.9530  16.6384  0.3699 -1.5407 -0.5502  1.7691  1.0907 -8.3350  16.4000  7.9267 
 1.1446  1.0962  16.5000 -0.5468  1.4317  3.3837 -1.8013 -1.2559 -0.3384 -1.1446 -1.0962  16.5000  0.5468 -1.4317 -1.3837  1.8013  1.2559  0.3384  16.5000  11.3794 
 1.0719  1.2268  16.8350 -0.7270  1.3061  3.3498 -1.8414 -1.3898 -8.9312 -1.0719 -1.2268  16.3650  0.7270 -1.3061 -1.3498  1.8414  1.3898  8.9312  16.6000  11.1859 
 0.9808  1.3435  17.0806 -0.9111  1.1671  2.4567 -1.8742 -1.5126 -14.3251 -0.9808 -1.3435  16.3194  0.9111 -1.1671 -0.4567  1.8742  1.5126  14.3251  16.7000  7.7152 
 0.8709  1.4451  17.1831 -1.0985  1.0158  1.0242 -1.8795 -1.6395 -14.5538 -0.8709 -1.4451  16.4169  1.0985 -1.0158  0.9758  1.8795  1.6395  14.5538  16.8000  5.7404 
 0.7423  1.5302  17.1399 -1.2865  0.8519 -0.4312 -1.8348 -1.7792 -9.5125 -0.7423 -1.5302  16.6601  1.2865 -0.8519  2.4312  1.8348  1.7792  9.5125  16.9000  8.1656 
 0.5953  1.5976  17.0017 -1.4699  0.6740 -1.3824 -1.7173 -1.9319 -0.9962 -0.5953 -1.5976  16.9983  1.4699 -0.6740  3.3824  1.7173  1.9319  0.9962  17.0000  12.1582 
 0.4311  1.6457  16.8535 -1.6417  0.4808 -1.4820 -1.5077 -2.0886  7.9447 -0.4311 -1.6457  17.3465  1.6417 -0.4808  3.4820  1.5077  2.0886 -7.9447  17.1000  12.8152 
 0.2519  1.6729  16.7847 -1.7924  0.2719 -0.6876 -1.1934 -2.2307  14.1011 -0.2519 -1.6729  17.6153  1.7924 -0.2719  2.6876  1.1934  2.2307 -14.1011  17.2000  9.6004 
 0.0607  1.6778  16.8570 -1.9118  0.0488  0.7226 -0.7734 -2.3314  15.2593 -0.0607 -1.6778  17.7430  1.9118 -0.0488  1.2774  0.7734  2.3314 -15.2593  17.3000  7.1016 
-0.1382  1.6594  17.0819 -1.9891 -0.1843  2.2485 -0.2625 -2.3602  10.9959  0.1382 -1.6594  17.7181  1.9891  0.1843 -0.2485  0.2625  2.3602 -10.9959  17.4000  9.0531 
-0.3398  1.6173  17.4167 -2.0154 -0.4203  3.3481  0.3075 -2.2910  2.8303  0.3398 -1.6173  17.5833  2.0154  0.4203 -1.3481 -0.3075  2.2910 -2.8303  17.5000  13.3938 
-0.5382  1.5524  17.7798 -1.9846 -0.6494  3.6311  0.8906 -2.1108 -6.3216  0.5382 -1.5524  17.4202  1.9846  0.6494 -1.6311 -0.8906  2.1108  6.3216  17.6000  14.8306 
-0.7278  1.4663  18.0797 -1.8955 -0.8605  2.9989  1.4352 -1.8264 -13.1942  0.7278 -1.4663  17.3203  1.8955  0.8605 -0.9989 -1.4352  1.8264  13.1942  17.7000  11.6173 
-0.9030  1.3620  18.2476 -1.7520 -1.0431  1.6795  1.8955 -1.4649 -15.3437  0.9030 -1.3620  17.3524  1.7520  1.0431  0.3205 -1.8955  1.4649  15.3437  17.8000  7.7667 
-1.0592  1.2431  18.2621 -1.5625 -1.1896  0.1452  2.2415 -1.0675 -12.0229  1.0592 -1.2431  17.5379  1.5625  1.1896  1.8548 -2.2415  1.0675  12.0229  17.9000  7.8503 
-1.1931  1.1134  18.1564 -1.3383 -1.2964 -1.0571  2.4629 -0.6790 -4.4469  1.1931 -1.1134  17.8436  1.3383  1.2964  3.0571 -2.4629  0.6790  4.4469  18.0000  11.1586 
-1.3023  0.9770  18.0062 -1.0920 -1.3643 -1.5018  2.5673 -0.3373  4.6465  1.3023 -0.9770  18.1938  1.0920  1.3643  3.5018 -2.5673  0.3373 -4.6465  18.1000  12.7729 
-1.3858  0.8372  17.9025 -0.8353 -1.3980 -1.0372  2.5741 -0.0675  11.9827  1.3858 -0.8372  18.4975  0.8353  1.3980  3.0372 -2.5741  0.0675 -11.9827  18.2000  10.0623 
-1.4436  0.6967  17.9186 -0.5779 -1.4048  0.1611  2.5076  0.1208  14.9282  1.4436 -0.6967  18.6814  0.5779  1.4048  1.8389 -2.5076 -0.1208 -14.9282  18.3000  6.0932 
-1.4763  0.5575  18.0840 -0.3271 -1.3927  1.6539  2.3922  0.2319  12.4374  1.4763 -0.5575  18.7160  0.3271  1.3927  0.3461 -2.3922 -0.2319 -12.4374  18.4000  5.5519 
-1.4851  0.4205  18.3738 -0.0879 -1.3695  2.8977  2.2487  0.2815  5.4273  1.4851 -0.4205  18.6262  0.0879  1.3695 -0.8977 -2.2487 -0.2815 -5.4273  18.5000  8.5977 
-1.4714  0.2864  18.7178  0.1370 -1.3413  3.4404  2.0926  0.2935 -3.5537  1.4714 -0.2864  18.4822 -0.1370  1.3413 -1.4404 -2.0926 -0.2935  3.5537  18.6000  10.7220 
-1.4368  0.1552  19.0263  0.3462 -1.3120  3.0850  1.9334  0.2977 -11.2441  1.4368 -0.1552  18.3737 -0.3462  1.3120 -1.0850 -1.9334 -0.2977  11.2441  18.7000  8.7515 
-1.3828  0.0270  19.2224  0.5396 -1.2822  1.9606  1.7729  0.3262 -14.8451  1.3828 -0.0270  18.3776 -0.5396  1.2822  0.0394 -1.7729 -0.3262  14.8451  18.8000  5.0554 
-1.3111 -0.0980  19.2700  0.7169 -1.2496  0.4761  1.6034  0.4106 -13.0299  1.3111  0.0980  18.5300 -0.7169  1.2496  1.5239 -1.6034 -0.4106  13.0299  18.9000  4.4003 
-1.2234 -0.2189  19.1873  0.8772 -1.2085 -0.8269  1.4063  0.5755 -6.4242  1.2234  0.2189  18.8127 -0.8772  1.2085  2.8269 -1.4063 -0.5755  6.4242  19.0000  7.5968 
-1.1216 -0.3340  19.0404  1.0178 -1.1510 -1.4693  1.1515  0.8304  2.6137  1.1216  0.3340  19.1596 -1.0178  1.1510  3.4693 -1.1515 -0.8304 -2.6137  19.1000  10.3406 
-1.0083 -0.4407  18.9196  1.1330 -1.0680 -1.2079  0.8041  1.1587  10.8347  1.0083  0.4407  19.4804 -1.1330  1.0680  3.2079 -0.8041 -1.1587 -10.8347  19.2000  8.8402 
-0.8870 -0.5360  18.9071  1.2134 -0.9521 -0.1245  0.3404  1.5108  15.2602  0.8870  0.5360  19.6929 -1.2134  0.9521  2.1245 -0.3404 -1.5108 -15.2602  19.3000  4.8579 
-0.7622 -0.6161  19.0473  1.2474 -0.8010  1.4015 -0.2284  1.8101  14.2489  0.7622  0.6161  19.7527 -1.2474  0.8010  0.5985  0.2284 -1.8101 -14.2489  19.4000  3.4708 
-0.6398 -0.6781  19.3299  1.2246 -0.6200  2.8264 -0.8379  1.9792  8.0902  0.6398  0.6781  19.6701 -1.2246  0.6200 -0.8264  0.8379 -1.9792 -8.0902  19.5000  6.3744 
-0.5257 -0.7203  19.6935  1.1408 -0.4221  3.6355 -1.3783  1.9759 -1.0871  0.5257  0.7203  19.5065 -1.1408  0.4221 -1.6355  1.3783 -1.9759  1.0871  19.6000  9.4983 
-0.4254 -0.7427  20.0462  1.0030 -0.2245  3.5267 -1.7307  1.8116 -10.0594  0.4254  0.7427  19.3538 -1.0030  0.2245 -1.5267  1.7307 -1.8116  10.0594  19.7000  8.2141 
-0.3424 -0.7470  20.2982  0.8299 -0.0433  2.5208 -1.8106  1.5379 -15.6498  0.3424  0.7470  19.3018 -0.8299  0.0433 -0.5208  1.8106 -1.5379  15.6498  19.8000  3.4962 
-0.2775 -0.7360  20.3938  0.6488  0.1105  0.9558 -1.5914  1.2127 -15.8605  0.2775  0.7360  19.4062 -0.6488 -0.1105  1.0442  1.5914 -1.2127  15.8605  19.9000  0.9586 
-0.2286 -0.7128  20.3308  0.4897  0.2317 -0.6302 -1.1058  0.8767 -10.5880  0.2286  0.7128  19.6692 -0.4897 -0.2317  2.6302  1.1058 -0.8767  10.5880  20.0000  3.7832 
-0.1907 -0.6809  20.1619  0.3791  0.3194 -1.6890 -0.4352  0.5519 -1.6603  0.1907  0.6809  20.0381 -0.3791 -0.3194  3.6890  0.4352 -0.5519  1.6603  20.1000  8.5412 
-0.1571 -0.6434  19.9764  0.3356  0.3746 -1.8550  0.2999  0.2609  7.8205  0.1571  0.6434  20.4236 -0.3356 -0.3746  3.8550 -0.2999 -0.2609 -7.8205  20.2000  9.3547 
-0.1205 -0.6033  19.8691  0.3656  0.4007 -1.0730  0.9493  0.0454  14.5907  0.1205  0.6033  20.7309 -0.3656 -0.4007  3.0730 -0.9493 -0.0454 -14.5907  20.3000  5.2113 
-0.0745 -0.5628  19.9077  0.4605  0.4052  0.3861  1.3410 -0.0408  16.3882  0.0745  0.5628  20.8923 -0.4605 -0.4052  1.6139 -1.3410  0.0408 -16.3882  20.4000  1.2034 
-0.0150 -0.5227  20.1102  0.5946  0.4012  2.0249  1.3014  0.0085  12.7327  0.0150  0.5227  20.8898 -0.5946 -0.4012 -0.0249 -1.3014 -0.0085 -12.7327  20.5000  2.1916 
 0.0575 -0.4825  20.4400  0.7248  0.4020  3.2982  0.7319  0.0588  5.0262 -0.0575  0.4825  20.7600 -0.7248 -0.4020 -1.2982 -0.7319 -0.0588 -5.0262  20.6000  6.8952 
 0.1372 -0.4417  20.8201  0.7979  0.4079  3.8008 -0.2253 -0.1484 -4.0637 -0.1372  0.4417  20.5799 -0.7979 -0.4079 -1.8008  0.2253  0.1484  4.0637  20.7000  9.6186 
 0.2148 -0.4024  21.1595  0.7754  0.3930  3.3944 -1.1298 -0.7025 -11.6153 -0.2148  0.4024  20.4405 -0.7754 -0.3930 -1.3944  1.1298  0.7025  11.6153  20.8000  7.1608 
 0.2810 -0.3701  21.3828  0.6624  0.3228  2.2329 -1.5797 -1.2880 -15.3442 -0.2810  0.3701  20.4172 -0.6624 -0.3228 -0.2329  1.5797  1.2880  15.3442  20.9000  2.4264 
 0.3315 -0.3507  21.4527  0.5045  0.1940  0.6985 -1.5243 -1.4885 -14.1654 -0.3315  0.3507  20.5473 -0.5045 -0.1940  1.3015  1.5243  1.4885  14.1654  21.0000  0.7848 
 0.3667 -0.3462  21.3808  0.3520  0.0451 -0.7181 -1.1138 -1.1670 -8.4974 -0.3667  0.3462  20.8192 -0.3520 -0.0451  2.7181  1.1138  1.1670  8.4974  21.1000  3.8116 
 0.3907 -0.3534  21.2241  0.2406 -0.0716 -1.5678 -0.4899 -0.4617 -0.1954 -0.3907  0.3534  21.1759 -0.2406  0.0716  3.5678  0.4899  0.4617  0.1954  21.2000  7.6382 
 0.4099 -0.3652  21.0653  0.1917 -0.1177 -1.5874  0.2188  0.3928  8.0092 -0.4099  0.3652  21.5347 -0.1917  0.1177  3.5874 -0.2188 -0.3928 -8.0092  21.3000  7.6316 
 0.4313 -0.3730  20.9867  0.2135 -0.0784 -0.7864  0.8510  1.1985  13.4160 -0.4313  0.3730  21.8133 -0.2135  0.0784  2.7864 -0.8510 -1.1985 -13.4160  21.4000  3.8221 
 0.4611 -0.3689  21.0422  0.2986  0.0414  0.5552  1.2344  1.8329  14.2782 -0.4611  0.3689  21.9578 -0.2986 -0.0414  1.4448 -1.2344 -1.8329 -14.2782  21.5000  0.6839 
 0.5033 -0.3464  21.2405  0.4221  0.2247  1.9830  1.2567  2.2176  10.4026 -0.5033  0.3464  21.9595 -0.4221 -0.2247  0.0170 -1.2567 -2.2176 -10.4026  21.6000  1.6924 
 0.5581 -0.3017  21.5428  0.5477  0.4465  3.0232  0.9305  2.2865  3.2043 -0.5581  0.3017  21.8572 -0.5477 -0.4465 -1.0232 -0.9305 -2.2865 -3.2043  21.7000  5.3287 
 0.6222 -0.2342  21.8772  0.6408  0.6751  3.3437  0.4056  2.0130 -4.8059 -0.6222  0.2342  21.7228 -0.6408 -0.6751 -1.3437 -0.4056 -2.0130  4.8059  21.8000  7.2304 
 0.6903 -0.1466  22.1635  0.6813  0.8764  2.8631 -0.1081  1.4716 -10.9032 -0.6903  0.1466  21.6365 -0.6813 -0.8764 -0.8631  0.1081 -1.4716  10.9032  21.9000  5.5655 
 0.7574 -0.0442  22.3408  0.6705  1.0236  1.7728 -0.4694  0.8350 -13.0743 -0.7574  0.0442  21.6592 -0.6705 -1.0236  0.2272  0.4694 -0.8350  13.0743  22.0000  2.9689 
 0.8197  0.0665  22.3873  0.6236  1.1071  0.4653 -0.6698  0.2820 -10.6785 -0.8197 -0.0665  21.8127 -0.6236 -1.1071  1.5347  0.6698 -0.2820  10.6785  22.1000  2.9385 
 0.8754  0.1800  22.3271  0.5566  1.1353 -0.6025 -0.7859 -0.0875 -4.6468 -0.8754 -0.1800  22.0729 -0.5566 -1.1353  2.6025  0.7859  0.0875  4.6468  22.2000  5.4442 
 0.9232  0.2927  22.2203  0.4780  1.1265 -1.0672 -0.8999 -0.2618  2.8453 -0.9232 -0.2927  22.3797 -0.4780 -1.1265  3.0672  0.8999  0.2618 -2.8453  22.3000  7.1971 
 0.9620  0.4027  22.1421  0.3880  1.1003 -0.7827 -1.0591 -0.2818  9.1363 -0.9620 -0.4027  22.6579 -0.3880 -1.1003  2.7827  1.0591  0.2818 -9.1363  22.4000  5.9947 
 0.9902  0.5099  22.1552  0.2821  1.0722  0.1310 -1.2744 -0.2066  12.0141 -0.9902 -0.5099  22.8448 -0.2821 -1.0722  1.8690  1.2744  0.2066 -12.0141  22.5000  3.4934 
 1.0057  0.6151  22.2884  0.1547  1.0515  1.3324 -1.5336 -0.0946  10.4979 -1.0057 -0.6151  22.9116 -0.1547 -1.0515  0.6676  1.5336  0.0946 -10.4979  22.6000  2.9460 
 1.0058  0.7193  22.5266  0.0013  1.0420  2.3822 -1.8129  0.0027  5.1849 -1.0058 -0.7193  22.8734 -0.0013 -1.0420 -0.3822  1.8129 -0.0027 -5.1849  22.7000  4.9745 
 0.9878  0.8235  22.8167 -0.1800  1.0423  2.9006 -2.0829  0.0434 -1.9678 -0.9878 -0.8235  22.7833  0.1800 -1.0423 -0.9006  2.0829 -0.0434  1.9678  22.8000  6.8886 
 0.9490  0.9282  23.0871 -0.3883  1.0467  2.7039 -2.3120 -0.0028 -8.3492 -0.9490 -0.9282  22.7129  0.3883 -1.0467 -0.7039  2.3120  0.0028  8.3492  22.9000  6.3400 
 0.8870  1.0328  23.2740 -0.6195  1.0464  1.8689 -2.4669 -0.1524 -11.6350 -0.8870 -1.0328  22.7260  0.6195 -1.0464  0.1311  2.4669  0.1524  11.6350  23.0000  4.4369 
 0.8004  1.1359  23.3445 -0.8661  1.0311  0.7054 -2.5149 -0.4044 -10.6252 -0.8004 -1.1359  22.8555  0.8661 -1.0311  1.2946  2.5149  0.4044  10.6252  23.1000  4.2250 
 0.6887  1.2350  23.3088 -1.1176  0.9907 -0.3571 -2.4282 -0.7390 -5.6778 -0.6887 -1.2350  23.0912  1.1176 -0.9907  2.3571  2.4282  0.7390  5.6778  23.2000  6.5902 
 0.5526  1.3267  23.2163 -1.3605  0.9168 -0.9249 -2.1912 -1.1177  1.4196 -0.5526 -1.3267  23.3837  1.3605 -0.9168  2.9249  2.1912  1.1177 -1.4196  23.3000  9.0332 
 0.3947  1.4072  23.1380 -1.5796  0.8050 -0.7829 -1.8075 -1.4902  8.0930 -0.3947 -1.4072  23.6620  1.5796 -0.8050  2.7829  1.8075  1.4902 -8.0930  23.4000  8.9588 
 0.2186  1.4728  23.1407 -1.7603  0.6560  0.0264 -1.3044 -1.8058  11.9108 -0.2186 -1.4728  23.8593  1.7603 -0.6560  1.9736  1.3044  1.8058 -11.9108  23.5000  7.1308 
 0.0296  1.5203  23.2624 -1.8908  0.4754  1.2175 -0.7294 -2.0274  11.4631 -0.0296 -1.5203  23.9376  1.8908 -0.4754  0.7825  0.7294  2.0274 -11.4631  23.6000  6.6838 
-0.1668  1.5476  23.4988 -1.9637  0.2727  2.3638 -0.1395 -2.1404  6.8752  0.1668 -1.5476  23.9012  1.9637 -0.2727 -0.3638  0.1395  2.1404 -6.8752  23.7000  8.9364 
-0.3646  1.5534  23.8039 -1.9777  0.0586  3.0513  0.4127 -2.1540 -0.2318  0.3646 -1.5534  23.7961  1.9777 -0.0586 -1.0513 -0.4127  2.1540  0.2318  23.8000  11.5230 
-0.5582  1.5378  24.1067 -1.9364 -0.1567  3.0281  0.8899 -2.0939 -7.3207  0.5582 -1.5378  23.6933  1.9364  0.1567 -1.0281 -0.8899  2.0939  7.3207  23.9000  11.3822 
-0.7430  1.5012  24.3363 -1.8474 -0.3661  2.2961  1.2739 -1.9915 -11.8502  0.7430 -1.5012  23.6637  1.8474  0.3661 -0.2961 -1.2739  1.9915  11.8502  24.0000  8.7587 
-0.9150  1.4446  24.4475 -1.7200 -0.5653  1.1110  1.5639 -1.8741 -12.1899  0.9150 -1.4446  23.7525  1.7200  0.5653  0.8890 -1.5639  1.8741  12.1899  24.1000  6.9729 
-1.0713  1.3694  24.4367 -1.5636 -0.7527 -0.1079  1.7707 -1.7601 -8.2096  1.0713 -1.3694  23.9633  1.5636  0.7527  2.1079 -1.7707  1.7601  8.2096  24.2000  8.1915 
-1.2100  1.2765  24.3438 -1.3866 -0.9287 -0.9289  1.9115 -1.6571 -1.3284  1.2100 -1.2765  24.2562  1.3866  0.9287  2.9289 -1.9115  1.6571  1.3284  24.3000  10.6686 
-1.3295  1.1670  24.2376 -1.1954 -1.0944 -1.0617  2.0052 -1.5631  5.9946  1.3295 -1.1670  24.5624  1.1954  1.0944  3.0617 -2.0052  1.5631 -5.9946  24.4000  11.0450 
-1.4290  1.0420  24.1914 -0.9949 -1.2507 -0.4623  2.0692 -1.4684  11.1434  1.4290 -1.0420  24.8086  0.9949  1.2507  2.4623 -2.0692  1.4684 -11.1434  24.5000  8.7203 
-1.5078  0.9022  24.2566 -0.7880 -1.3976  0.6521  2.1177 -1.3576  12.2857  1.5078 -0.9022  24.9434  0.7880  1.3976  1.3479 -2.1177  1.3576 -12.2857  24.6000  6.6198 
-1.5654  0.7489  24.4446 -0.5762 -1.5333  1.8806  2.1591 -1.2120  9.0315  1.5654 -0.7489  24.9554  0.5762  1.5333  0.1194 -2.1591  1.2120 -9.0315  24.7000  7.3793 
-1.6015  0.5834  24.7230 -0.3603 -1.6545  2.7838  2.1951 -1.0120  2.5719  1.6015 -0.5834  24.8770  0.3603  1.6545 -0.7838 -2.1951  1.0120 -2.5719  24.8000  9.9370 
-1.6155  0.4079  25.0271 -0.1408 -1.7557  3.0410  2.2188 -0.7402 -4.7507  1.6155 -0.4079  24.7729  0.1408  1.7557 -1.0410 -2.2188  0.7402  4.7507  24.9000  10.9546 
-1.6074  0.2249  25.2837  0.0811 -1.8297  2.5659  2.2141 -0.3856 -10.2885  1.6074 -0.2249  24.7163 -0.0811  1.8297 -0.5659 -2.2141  0.3856  10.2885  25.0000  9.1681 
-1.5772  0.0381  25.4374  0.3025 -1.8683  1.5371  2.1572  0.0514 -12.0434  1.5772 -0.0381  24.7626 -0.3025  1.8683  0.4629 -2.1572 -0.0514  12.0434  25.1000  6.9650 
-1.5254 -0.1483  25.4707  0.5182 -1.8632  0.3327  2.0210  0.5537 -9.3890  1.5254  0.1483  24.9293 -0.5182  1.8632  1.6673 -2.0210 -0.5537  9.3890  25.2000  7.1657 
-1.4533 -0.3290  25.4101  0.7203 -1.8078 -0.6062  1.7846  1.0856 -3.2977  1.4533  0.3290  25.1899 -0.7203  1.8078  2.6062 -1.7846 -1.0856  3.2977  25.3000  9.2848 
-1.3635 -0.4990  25.3165  0.8988 -1.6992 -0.9359  1.4432  1.5959  4.0097  1.3635  0.4990  25.4835 -0.8988  1.6992  2.9359 -1.4432 -1.5959 -4.0097  25.4000  10.1994 
